ix,name,shortname,R,G,B
54,Somatomotor,Smn,0,1,1
55,Somatomotor,Smn,0,1,1
56,Somatomotor,Smn,0,1,1
57,Cingulo-Opercular,CiO,0.6,0,0.6
58,Cingulo-Opercular,CiO,0.6,0,0.6
59,Cingulo-Opercular,CiO,0.6,0,0.6
60,Cingulo-Opercular,CiO,0.6,0,0.6
61,Default,Def,1,0,0
62,Default,Def,1,0,0
63,Frontoparietal,FrP,1,1,0
64,Default,Def,1,0,0
65,Default,Def,1,0,0
66,Default,Def,1,0,0
67,Default,Def,1,0,0
68,Default,Def,1,0,0
69,Default,Def,1,0,0
70,Default,Def,1,0,0
71,Default,Def,1,0,0
72,Default,Def,1,0,0
73,Frontoparietal,FrP,1,1,0
74,Language,Lan,0,0.607843137,0.607843137
75,Language,Lan,0,0.607843137,0.607843137
76,Default,Def,1,0,0
77,Frontoparietal,FrP,1,1,0
78,Cingulo-Opercular,CiO,0.6,0,0.6
79,Language,Lan,0,0.607843137,0.607843137
80,Frontoparietal,FrP,1,1,0
81,Language,Lan,0,0.607843137,0.607843137
82,Frontoparietal,FrP,1,1,0
83,Frontoparietal,FrP,1,1,0
84,Cingulo-Opercular,CiO,0.6,0,0.6
85,Frontoparietal,FrP,1,1,0
86,Cingulo-Opercular,CiO,0.6,0,0.6
87,Default,Def,1,0,0
88,Default,Def,1,0,0
89,Frontoparietal,FrP,1,1,0
90,Default,Def,1,0,0
91,Frontoparietal,FrP,1,1,0
92,Frontoparietal,FrP,1,1,0
93,Default,Def,1,0,0
94,Default,Def,1,0,0
95,Dorsal-Attention,DoA,0,1,0
96,Dorsal-Attention,DoA,0,1,0
97,Frontoparietal,FrP,1,1,0
98,Frontoparietal,FrP,1,1,0
99,Cingulo-Opercular,CiO,0.6,0,0.6
100,Somatomotor,Smn,0,1,1
101,Somatomotor,Smn,0,1,1
102,Somatomotor,Smn,0,1,1
103,Auditory,Aud,0.980392157,0.243137255,0.984313725
104,Auditory,Aud,0.980392157,0.243137255,0.984313725
105,Cingulo-Opercular,CiO,0.6,0,0.6
106,Cingulo-Opercular,CiO,0.6,0,0.6
107,Auditory,Aud,0.980392157,0.243137255,0.984313725
108,Cingulo-Opercular,CiO,0.6,0,0.6
109,Cingulo-Opercular,CiO,0.6,0,0.6
110,Orbito-Affective,OrA,0.254901961,0.490196078,0
111,Frontoparietal,FrP,1,1,0
112,Orbito-Affective,OrA,0.254901961,0.490196078,0
113,Cingulo-Opercular,CiO,0.6,0,0.6
114,Cingulo-Opercular,CiO,0.6,0,0.6
115,Somatomotor,Smn,0,1,1
116,Dorsal-Attention,DoA,0,1,0
117,Dorsal-Attention,DoA,0,1,0
118,Default,Def,1,0,0
119,Default,Def,1,0,0
120,Default,Def,1,0,0
121,Visual1,Vi1,0,0,1
122,Ventral-Multimodal,VMm,1,0.615686275,0
123,Language,Lan,0,0.607843137,0.607843137
124,Auditory,Aud,0.980392157,0.243137255,0.984313725
125,Language,Lan,0,0.607843137,0.607843137
126,Default,Def,1,0,0
127,Dorsal-Attention,DoA,0,1,0
128,Language,Lan,0,0.607843137,0.607843137
129,Language,Lan,0,0.607843137,0.607843137
130,Default,Def,1,0,0
131,Default,Def,1,0,0
132,Default,Def,1,0,0
133,Frontoparietal,FrP,1,1,0
134,Default,Def,1,0,0
135,Ventral-Multimodal,VMm,1,0.615686275,0
136,Dorsal-Attention,DoA,0,1,0
137,Dorsal-Attention,DoA,0,1,0
138,Visual2,Vi2,0.392156863,0,1
139,Language,Lan,0,0.607843137,0.607843137
140,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
141,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
142,Visual1,Vi1,0,0,1
143,Dorsal-Attention,DoA,0,1,0
144,Frontoparietal,FrP,1,1,0
145,Frontoparietal,FrP,1,1,0
146,Dorsal-Attention,DoA,0,1,0
147,Cingulo-Opercular,CiO,0.6,0,0.6
148,Cingulo-Opercular,CiO,0.6,0,0.6
149,Frontoparietal,FrP,1,1,0
150,Default,Def,1,0,0
151,Default,Def,1,0,0
152,Visual2,Vi2,0.392156863,0,1
153,Visual2,Vi2,0.392156863,0,1
154,Visual2,Vi2,0.392156863,0,1
155,Default,Def,1,0,0
156,Visual2,Vi2,0.392156863,0,1
157,Visual2,Vi2,0.392156863,0,1
158,Visual2,Vi2,0.392156863,0,1
159,Visual2,Vi2,0.392156863,0,1
160,Visual2,Vi2,0.392156863,0,1
161,Default,Def,1,0,0
162,Default,Def,1,0,0
163,Visual2,Vi2,0.392156863,0,1
164,Default,Def,1,0,0
165,Default,Def,1,0,0
166,Orbito-Affective,OrA,0.254901961,0.490196078,0
167,Cingulo-Opercular,CiO,0.6,0,0.6
168,Somatomotor,Smn,0,1,1
169,Cingulo-Opercular,CiO,0.6,0,0.6
170,Frontoparietal,FrP,1,1,0
171,Frontoparietal,FrP,1,1,0
172,Language,Lan,0,0.607843137,0.607843137
173,Auditory,Aud,0.980392157,0.243137255,0.984313725
174,Auditory,Aud,0.980392157,0.243137255,0.984313725
175,Auditory,Aud,0.980392157,0.243137255,0.984313725
176,Default,Def,1,0,0
177,Default,Def,1,0,0
178,Cingulo-Opercular,CiO,0.6,0,0.6
179,Cingulo-Opercular,CiO,0.6,0,0.6
180,Cingulo-Opercular,CiO,0.6,0,0.6
181,Visual1,Vi1,0,0,1
182,Visual2,Vi2,0.392156863,0,1
183,Visual2,Vi2,0.392156863,0,1
184,Visual2,Vi2,0.392156863,0,1
185,Visual2,Vi2,0.392156863,0,1
186,Visual2,Vi2,0.392156863,0,1
187,Visual2,Vi2,0.392156863,0,1
188,Somatomotor,Smn,0,1,1
189,Somatomotor,Smn,0,1,1
190,Cingulo-Opercular,CiO,0.6,0,0.6
191,Cingulo-Opercular,CiO,0.6,0,0.6
192,Language,Lan,0,0.607843137,0.607843137
193,Visual2,Vi2,0.392156863,0,1
194,Frontoparietal,FrP,1,1,0
195,Frontoparietal,FrP,1,1,0
196,Visual2,Vi2,0.392156863,0,1
197,Visual2,Vi2,0.392156863,0,1
198,Visual2,Vi2,0.392156863,0,1
199,Visual2,Vi2,0.392156863,0,1
200,Visual2,Vi2,0.392156863,0,1
201,Visual2,Vi2,0.392156863,0,1
202,Visual2,Vi2,0.392156863,0,1
203,Visual2,Vi2,0.392156863,0,1
204,Auditory,Aud,0.980392157,0.243137255,0.984313725
205,Cingulo-Opercular,CiO,0.6,0,0.6
206,Language,Lan,0,0.607843137,0.607843137
207,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
208,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
209,Frontoparietal,FrP,1,1,0
210,Default,Def,1,0,0
211,Default,Def,1,0,0
212,Default,Def,1,0,0
213,Default,Def,1,0,0
214,Default,Def,1,0,0
215,Default,Def,1,0,0
216,Somatomotor,Smn,0,1,1
217,Cingulo-Opercular,CiO,0.6,0,0.6
218,Cingulo-Opercular,CiO,0.6,0,0.6
219,Somatomotor,Smn,0,1,1
220,Somatomotor,Smn,0,1,1
221,Somatomotor,Smn,0,1,1
222,Somatomotor,Smn,0,1,1
223,Cingulo-Opercular,CiO,0.6,0,0.6
224,Cingulo-Opercular,CiO,0.6,0,0.6
225,Cingulo-Opercular,CiO,0.6,0,0.6
226,Dorsal-Attention,DoA,0,1,0
227,Somatomotor,Smn,0,1,1
228,Visual2,Vi2,0.392156863,0,1
229,Visual2,Vi2,0.392156863,0,1
230,Dorsal-Attention,DoA,0,1,0
231,Somatomotor,Smn,0,1,1
232,Somatomotor,Smn,0,1,1
233,Somatomotor,Smn,0,1,1
234,Somatomotor,Smn,0,1,1
235,Somatomotor,Smn,0,1,1
236,Somatomotor,Smn,0,1,1
237,Cingulo-Opercular,CiO,0.6,0,0.6
238,Frontoparietal,FrP,1,1,0
239,Cingulo-Opercular,CiO,0.6,0,0.6
240,Cingulo-Opercular,CiO,0.6,0,0.6
241,Default,Def,1,0,0
242,Frontoparietal,FrP,1,1,0
243,Frontoparietal,FrP,1,1,0
244,Default,Def,1,0,0
245,Default,Def,1,0,0
246,Default,Def,1,0,0
247,Default,Def,1,0,0
248,Default,Def,1,0,0
249,Default,Def,1,0,0
250,Default,Def,1,0,0
251,Default,Def,1,0,0
252,Default,Def,1,0,0
253,Frontoparietal,FrP,1,1,0
254,Frontoparietal,FrP,1,1,0
255,Language,Lan,0,0.607843137,0.607843137
256,Default,Def,1,0,0
257,Frontoparietal,FrP,1,1,0
258,Cingulo-Opercular,CiO,0.6,0,0.6
259,Language,Lan,0,0.607843137,0.607843137
260,Frontoparietal,FrP,1,1,0
261,Frontoparietal,FrP,1,1,0
262,Cingulo-Opercular,CiO,0.6,0,0.6
263,Frontoparietal,FrP,1,1,0
264,Cingulo-Opercular,CiO,0.6,0,0.6
265,Frontoparietal,FrP,1,1,0
266,Cingulo-Opercular,CiO,0.6,0,0.6
267,Default,Def,1,0,0
268,Default,Def,1,0,0
269,Frontoparietal,FrP,1,1,0
270,Default,Def,1,0,0
271,Frontoparietal,FrP,1,1,0
272,Frontoparietal,FrP,1,1,0
273,Frontoparietal,FrP,1,1,0
274,Default,Def,1,0,0
275,Dorsal-Attention,DoA,0,1,0
276,Dorsal-Attention,DoA,0,1,0
277,Frontoparietal,FrP,1,1,0
278,Frontoparietal,FrP,1,1,0
279,Cingulo-Opercular,CiO,0.6,0,0.6
280,Somatomotor,Smn,0,1,1
281,Somatomotor,Smn,0,1,1
282,Somatomotor,Smn,0,1,1
283,Auditory,Aud,0.980392157,0.243137255,0.984313725
284,Somatomotor,Smn,0,1,1
285,Cingulo-Opercular,CiO,0.6,0,0.6
286,Cingulo-Opercular,CiO,0.6,0,0.6
287,Auditory,Aud,0.980392157,0.243137255,0.984313725
288,Cingulo-Opercular,CiO,0.6,0,0.6
289,Cingulo-Opercular,CiO,0.6,0,0.6
290,Orbito-Affective,OrA,0.254901961,0.490196078,0
291,Frontoparietal,FrP,1,1,0
292,Orbito-Affective,OrA,0.254901961,0.490196078,0
293,Cingulo-Opercular,CiO,0.6,0,0.6
294,Cingulo-Opercular,CiO,0.6,0,0.6
295,Somatomotor,Smn,0,1,1
296,Dorsal-Attention,DoA,0,1,0
297,Dorsal-Attention,DoA,0,1,0
298,Default,Def,1,0,0
299,Default,Def,1,0,0
300,Default,Def,1,0,0
301,Visual1,Vi1,0,0,1
302,Ventral-Multimodal,VMm,1,0.615686275,0
303,Language,Lan,0,0.607843137,0.607843137
304,Auditory,Aud,0.980392157,0.243137255,0.984313725
305,Language,Lan,0,0.607843137,0.607843137
306,Default,Def,1,0,0
307,Dorsal-Attention,DoA,0,1,0
308,Default,Def,1,0,0
309,Language,Lan,0,0.607843137,0.607843137
310,Default,Def,1,0,0
311,Default,Def,1,0,0
312,Default,Def,1,0,0
313,Frontoparietal,FrP,1,1,0
314,Default,Def,1,0,0
315,Ventral-Multimodal,VMm,1,0.615686275,0
316,Dorsal-Attention,DoA,0,1,0
317,Dorsal-Attention,DoA,0,1,0
318,Visual2,Vi2,0.392156863,0,1
319,Language,Lan,0,0.607843137,0.607843137
320,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
321,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
322,Visual1,Vi1,0,0,1
323,Dorsal-Attention,DoA,0,1,0
324,Frontoparietal,FrP,1,1,0
325,Frontoparietal,FrP,1,1,0
326,Dorsal-Attention,DoA,0,1,0
327,Cingulo-Opercular,CiO,0.6,0,0.6
328,Cingulo-Opercular,CiO,0.6,0,0.6
329,Frontoparietal,FrP,1,1,0
330,Default,Def,1,0,0
331,Default,Def,1,0,0
332,Visual2,Vi2,0.392156863,0,1
333,Visual2,Vi2,0.392156863,0,1
334,Visual2,Vi2,0.392156863,0,1
335,Default,Def,1,0,0
336,Visual2,Vi2,0.392156863,0,1
337,Visual2,Vi2,0.392156863,0,1
338,Visual2,Vi2,0.392156863,0,1
339,Visual2,Vi2,0.392156863,0,1
340,Visual2,Vi2,0.392156863,0,1
341,Default,Def,1,0,0
342,Frontoparietal,FrP,1,1,0
343,Visual2,Vi2,0.392156863,0,1
344,Default,Def,1,0,0
345,Default,Def,1,0,0
346,Orbito-Affective,OrA,0.254901961,0.490196078,0
347,Cingulo-Opercular,CiO,0.6,0,0.6
348,Somatomotor,Smn,0,1,1
349,Cingulo-Opercular,CiO,0.6,0,0.6
350,Frontoparietal,FrP,1,1,0
351,Frontoparietal,FrP,1,1,0
352,Language,Lan,0,0.607843137,0.607843137
353,Auditory,Aud,0.980392157,0.243137255,0.984313725
354,Auditory,Aud,0.980392157,0.243137255,0.984313725
355,Auditory,Aud,0.980392157,0.243137255,0.984313725
356,Default,Def,1,0,0
357,Frontoparietal,FrP,1,1,0
358,Cingulo-Opercular,CiO,0.6,0,0.6
359,Cingulo-Opercular,CiO,0.6,0,0.6
360,Cingulo-Opercular,CiO,0.6,0,0.6
361,Visual1,Vi1,0,0,1
362,Visual1,Vi1,0,0,1
363,Visual1,Vi1,0,0,1
364,Visual1,Vi1,0,0,1
365,Visual1,Vi1,0,0,1
366,Visual1,Vi1,0,0,1
367,Visual1,Vi1,0,0,1
368,Visual1,Vi1,0,0,1
369,Visual1,Vi1,0,0,1
370,Visual1,Vi1,0,0,1
371,Visual1,Vi1,0,0,1
372,Visual1,Vi1,0,0,1
373,Visual1,Vi1,0,0,1
374,Visual1,Vi1,0,0,1
375,Visual1,Vi1,0,0,1
376,Visual1,Vi1,0,0,1
377,Visual1,Vi1,0,0,1
378,Visual1,Vi1,0,0,1
379,Visual1,Vi1,0,0,1
380,Visual1,Vi1,0,0,1
381,Visual1,Vi1,0,0,1
382,Visual1,Vi1,0,0,1
383,Visual1,Vi1,0,0,1
384,Visual1,Vi1,0,0,1
385,Visual1,Vi1,0,0,1
386,Visual1,Vi1,0,0,1
387,Visual1,Vi1,0,0,1
388,Visual1,Vi1,0,0,1
389,Visual1,Vi1,0,0,1
390,Visual1,Vi1,0,0,1
391,Visual1,Vi1,0,0,1
392,Visual1,Vi1,0,0,1
393,Visual1,Vi1,0,0,1
394,Visual1,Vi1,0,0,1
395,Visual1,Vi1,0,0,1
396,Visual1,Vi1,0,0,1
397,Visual1,Vi1,0,0,1
398,Visual1,Vi1,0,0,1
399,Visual1,Vi1,0,0,1
400,Visual1,Vi1,0,0,1
401,Visual1,Vi1,0,0,1
402,Visual1,Vi1,0,0,1
403,Visual1,Vi1,0,0,1
404,Visual1,Vi1,0,0,1
405,Visual1,Vi1,0,0,1
406,Visual1,Vi1,0,0,1
407,Visual1,Vi1,0,0,1
408,Visual1,Vi1,0,0,1
409,Visual1,Vi1,0,0,1
410,Visual1,Vi1,0,0,1
411,Visual1,Vi1,0,0,1
412,Visual1,Vi1,0,0,1
413,Visual1,Vi1,0,0,1
414,Visual1,Vi1,0,0,1
415,Visual1,Vi1,0,0,1
416,Visual1,Vi1,0,0,1
417,Visual1,Vi1,0,0,1
418,Visual1,Vi1,0,0,1
419,Visual1,Vi1,0,0,1
420,Visual1,Vi1,0,0,1
421,Visual1,Vi1,0,0,1
422,Visual1,Vi1,0,0,1
423,Visual1,Vi1,0,0,1
424,Visual2,Vi2,0.392156863,0,1
425,Visual2,Vi2,0.392156863,0,1
426,Visual2,Vi2,0.392156863,0,1
427,Visual2,Vi2,0.392156863,0,1
428,Visual2,Vi2,0.392156863,0,1
429,Visual2,Vi2,0.392156863,0,1
430,Visual2,Vi2,0.392156863,0,1
431,Visual2,Vi2,0.392156863,0,1
432,Visual2,Vi2,0.392156863,0,1
433,Visual2,Vi2,0.392156863,0,1
434,Visual2,Vi2,0.392156863,0,1
435,Visual2,Vi2,0.392156863,0,1
436,Visual2,Vi2,0.392156863,0,1
437,Visual2,Vi2,0.392156863,0,1
438,Visual2,Vi2,0.392156863,0,1
439,Visual2,Vi2,0.392156863,0,1
440,Visual2,Vi2,0.392156863,0,1
441,Visual2,Vi2,0.392156863,0,1
442,Visual2,Vi2,0.392156863,0,1
443,Visual2,Vi2,0.392156863,0,1
444,Visual2,Vi2,0.392156863,0,1
445,Visual2,Vi2,0.392156863,0,1
446,Visual2,Vi2,0.392156863,0,1
447,Visual2,Vi2,0.392156863,0,1
448,Visual2,Vi2,0.392156863,0,1
449,Visual2,Vi2,0.392156863,0,1
450,Visual2,Vi2,0.392156863,0,1
451,Visual2,Vi2,0.392156863,0,1
452,Visual2,Vi2,0.392156863,0,1
453,Somatomotor,Smn,0,1,1
454,Somatomotor,Smn,0,1,1
455,Somatomotor,Smn,0,1,1
456,Somatomotor,Smn,0,1,1
457,Somatomotor,Smn,0,1,1
458,Somatomotor,Smn,0,1,1
459,Somatomotor,Smn,0,1,1
460,Somatomotor,Smn,0,1,1
461,Somatomotor,Smn,0,1,1
462,Somatomotor,Smn,0,1,1
463,Somatomotor,Smn,0,1,1
464,Somatomotor,Smn,0,1,1
465,Somatomotor,Smn,0,1,1
466,Somatomotor,Smn,0,1,1
467,Somatomotor,Smn,0,1,1
468,Somatomotor,Smn,0,1,1
469,Somatomotor,Smn,0,1,1
470,Somatomotor,Smn,0,1,1
471,Somatomotor,Smn,0,1,1
472,Somatomotor,Smn,0,1,1
473,Somatomotor,Smn,0,1,1
474,Somatomotor,Smn,0,1,1
475,Somatomotor,Smn,0,1,1
476,Somatomotor,Smn,0,1,1
477,Somatomotor,Smn,0,1,1
478,Somatomotor,Smn,0,1,1
479,Somatomotor,Smn,0,1,1
480,Somatomotor,Smn,0,1,1
481,Cingulo-Opercular,CiO,0.6,0,0.6
482,Cingulo-Opercular,CiO,0.6,0,0.6
483,Cingulo-Opercular,CiO,0.6,0,0.6
484,Cingulo-Opercular,CiO,0.6,0,0.6
485,Cingulo-Opercular,CiO,0.6,0,0.6
486,Cingulo-Opercular,CiO,0.6,0,0.6
487,Cingulo-Opercular,CiO,0.6,0,0.6
488,Cingulo-Opercular,CiO,0.6,0,0.6
489,Cingulo-Opercular,CiO,0.6,0,0.6
490,Cingulo-Opercular,CiO,0.6,0,0.6
491,Cingulo-Opercular,CiO,0.6,0,0.6
492,Cingulo-Opercular,CiO,0.6,0,0.6
493,Cingulo-Opercular,CiO,0.6,0,0.6
494,Cingulo-Opercular,CiO,0.6,0,0.6
495,Cingulo-Opercular,CiO,0.6,0,0.6
496,Cingulo-Opercular,CiO,0.6,0,0.6
497,Cingulo-Opercular,CiO,0.6,0,0.6
498,Cingulo-Opercular,CiO,0.6,0,0.6
499,Cingulo-Opercular,CiO,0.6,0,0.6
500,Cingulo-Opercular,CiO,0.6,0,0.6
501,Cingulo-Opercular,CiO,0.6,0,0.6
502,Cingulo-Opercular,CiO,0.6,0,0.6
503,Cingulo-Opercular,CiO,0.6,0,0.6
504,Cingulo-Opercular,CiO,0.6,0,0.6
505,Cingulo-Opercular,CiO,0.6,0,0.6
506,Cingulo-Opercular,CiO,0.6,0,0.6
507,Cingulo-Opercular,CiO,0.6,0,0.6
508,Cingulo-Opercular,CiO,0.6,0,0.6
509,Cingulo-Opercular,CiO,0.6,0,0.6
510,Cingulo-Opercular,CiO,0.6,0,0.6
511,Cingulo-Opercular,CiO,0.6,0,0.6
512,Cingulo-Opercular,CiO,0.6,0,0.6
513,Cingulo-Opercular,CiO,0.6,0,0.6
514,Cingulo-Opercular,CiO,0.6,0,0.6
515,Cingulo-Opercular,CiO,0.6,0,0.6
516,Cingulo-Opercular,CiO,0.6,0,0.6
517,Cingulo-Opercular,CiO,0.6,0,0.6
518,Cingulo-Opercular,CiO,0.6,0,0.6
519,Cingulo-Opercular,CiO,0.6,0,0.6
520,Dorsal-Attention,DoA,0,1,0
521,Dorsal-Attention,DoA,0,1,0
522,Dorsal-Attention,DoA,0,1,0
523,Dorsal-Attention,DoA,0,1,0
524,Dorsal-Attention,DoA,0,1,0
525,Dorsal-Attention,DoA,0,1,0
526,Dorsal-Attention,DoA,0,1,0
527,Dorsal-Attention,DoA,0,1,0
528,Dorsal-Attention,DoA,0,1,0
529,Dorsal-Attention,DoA,0,1,0
530,Dorsal-Attention,DoA,0,1,0
531,Dorsal-Attention,DoA,0,1,0
532,Dorsal-Attention,DoA,0,1,0
533,Dorsal-Attention,DoA,0,1,0
534,Dorsal-Attention,DoA,0,1,0
535,Dorsal-Attention,DoA,0,1,0
536,Dorsal-Attention,DoA,0,1,0
537,Dorsal-Attention,DoA,0,1,0
538,Dorsal-Attention,DoA,0,1,0
539,Dorsal-Attention,DoA,0,1,0
540,Dorsal-Attention,DoA,0,1,0
541,Dorsal-Attention,DoA,0,1,0
542,Dorsal-Attention,DoA,0,1,0
543,Dorsal-Attention,DoA,0,1,0
544,Language,Lan,0,0.607843137,0.607843137
545,Language,Lan,0,0.607843137,0.607843137
546,Language,Lan,0,0.607843137,0.607843137
547,Language,Lan,0,0.607843137,0.607843137
548,Language,Lan,0,0.607843137,0.607843137
549,Language,Lan,0,0.607843137,0.607843137
550,Language,Lan,0,0.607843137,0.607843137
551,Language,Lan,0,0.607843137,0.607843137
552,Language,Lan,0,0.607843137,0.607843137
553,Language,Lan,0,0.607843137,0.607843137
554,Language,Lan,0,0.607843137,0.607843137
555,Language,Lan,0,0.607843137,0.607843137
556,Language,Lan,0,0.607843137,0.607843137
557,Language,Lan,0,0.607843137,0.607843137
558,Frontoparietal,FrP,1,1,0
559,Frontoparietal,FrP,1,1,0
560,Frontoparietal,FrP,1,1,0
561,Frontoparietal,FrP,1,1,0
562,Frontoparietal,FrP,1,1,0
563,Frontoparietal,FrP,1,1,0
564,Frontoparietal,FrP,1,1,0
565,Frontoparietal,FrP,1,1,0
566,Frontoparietal,FrP,1,1,0
567,Frontoparietal,FrP,1,1,0
568,Frontoparietal,FrP,1,1,0
569,Frontoparietal,FrP,1,1,0
570,Frontoparietal,FrP,1,1,0
571,Frontoparietal,FrP,1,1,0
572,Frontoparietal,FrP,1,1,0
573,Frontoparietal,FrP,1,1,0
574,Frontoparietal,FrP,1,1,0
575,Frontoparietal,FrP,1,1,0
576,Frontoparietal,FrP,1,1,0
577,Frontoparietal,FrP,1,1,0
578,Frontoparietal,FrP,1,1,0
579,Frontoparietal,FrP,1,1,0
580,Frontoparietal,FrP,1,1,0
581,Frontoparietal,FrP,1,1,0
582,Frontoparietal,FrP,1,1,0
583,Frontoparietal,FrP,1,1,0
584,Frontoparietal,FrP,1,1,0
585,Frontoparietal,FrP,1,1,0
586,Frontoparietal,FrP,1,1,0
587,Frontoparietal,FrP,1,1,0
588,Frontoparietal,FrP,1,1,0
589,Frontoparietal,FrP,1,1,0
590,Frontoparietal,FrP,1,1,0
591,Frontoparietal,FrP,1,1,0
592,Frontoparietal,FrP,1,1,0
593,Frontoparietal,FrP,1,1,0
594,Frontoparietal,FrP,1,1,0
595,Frontoparietal,FrP,1,1,0
596,Frontoparietal,FrP,1,1,0
597,Frontoparietal,FrP,1,1,0
598,Frontoparietal,FrP,1,1,0
599,Frontoparietal,FrP,1,1,0
600,Frontoparietal,FrP,1,1,0
601,Frontoparietal,FrP,1,1,0
602,Frontoparietal,FrP,1,1,0
603,Frontoparietal,FrP,1,1,0
604,Frontoparietal,FrP,1,1,0
605,Frontoparietal,FrP,1,1,0
606,Auditory,Aud,0.980392157,0.243137255,0.984313725
607,Auditory,Aud,0.980392157,0.243137255,0.984313725
608,Auditory,Aud,0.980392157,0.243137255,0.984313725
609,Auditory,Aud,0.980392157,0.243137255,0.984313725
610,Auditory,Aud,0.980392157,0.243137255,0.984313725
611,Auditory,Aud,0.980392157,0.243137255,0.984313725
612,Auditory,Aud,0.980392157,0.243137255,0.984313725
613,Auditory,Aud,0.980392157,0.243137255,0.984313725
614,Auditory,Aud,0.980392157,0.243137255,0.984313725
615,Auditory,Aud,0.980392157,0.243137255,0.984313725
616,Auditory,Aud,0.980392157,0.243137255,0.984313725
617,Auditory,Aud,0.980392157,0.243137255,0.984313725
618,Auditory,Aud,0.980392157,0.243137255,0.984313725
619,Auditory,Aud,0.980392157,0.243137255,0.984313725
620,Auditory,Aud,0.980392157,0.243137255,0.984313725
621,Auditory,Aud,0.980392157,0.243137255,0.984313725
622,Auditory,Aud,0.980392157,0.243137255,0.984313725
623,Auditory,Aud,0.980392157,0.243137255,0.984313725
624,Auditory,Aud,0.980392157,0.243137255,0.984313725
625,Auditory,Aud,0.980392157,0.243137255,0.984313725
626,Auditory,Aud,0.980392157,0.243137255,0.984313725
627,Auditory,Aud,0.980392157,0.243137255,0.984313725
628,Auditory,Aud,0.980392157,0.243137255,0.984313725
629,Auditory,Aud,0.980392157,0.243137255,0.984313725
630,Auditory,Aud,0.980392157,0.243137255,0.984313725
631,Auditory,Aud,0.980392157,0.243137255,0.984313725
632,Auditory,Aud,0.980392157,0.243137255,0.984313725
633,Auditory,Aud,0.980392157,0.243137255,0.984313725
634,Auditory,Aud,0.980392157,0.243137255,0.984313725
635,Auditory,Aud,0.980392157,0.243137255,0.984313725
636,Auditory,Aud,0.980392157,0.243137255,0.984313725
637,Default,Def,1,0,0
638,Default,Def,1,0,0
639,Default,Def,1,0,0
640,Default,Def,1,0,0
641,Default,Def,1,0,0
642,Default,Def,1,0,0
643,Default,Def,1,0,0
644,Default,Def,1,0,0
645,Default,Def,1,0,0
646,Default,Def,1,0,0
647,Default,Def,1,0,0
648,Default,Def,1,0,0
649,Default,Def,1,0,0
650,Default,Def,1,0,0
651,Default,Def,1,0,0
652,Default,Def,1,0,0
653,Default,Def,1,0,0
654,Default,Def,1,0,0
655,Default,Def,1,0,0
656,Default,Def,1,0,0
